Data,Liga,Entrada,Fundamento,Investimento,Odd ,Ganho,Resultado
2022-09-26,Copa do Mundo ,"EUA ac. 29,5 pts 1Qt",Total,10,1.66,6.599999999999998,Green
2022-09-26,Copa do Mundo ,"EUA ac. 57,5 pts 1T",Total,10,1.71,7.100000000000001,Green
2022-09-26,Copa do Mundo ,"EUA ac. 115,5 pts",Total,10,1.83,8.3,Green
2022-09-26,Copa do Mundo ,"EUA -33,5 1T",Handicap,10,1.83,8.3,Red
2022-09-26,Copa do Mundo ,"EUA  -63,5 ",Handicap,10,1.9,9.0,Red
2022-09-26,Copa do Mundo ,"Canadá -17,5 1T",Handicap,10,1.71,7.100000000000001,Green
2022-09-26,Copa do Mundo ,"Canadá ac. 43,5 pts 1T",Total,10,1.71,7.100000000000001,Green
2022-09-26,Copa do Mundo ,Australia 1T,Vencedor,10,1.4,4.0,Green
2022-09-26,Copa do Mundo ,"Australia -8,5",Handicap,10,1.9,9.0,Green
2022-09-28,Copa do Mundo ,EUA 45 pontos 1T,Primeiro a marcar,10,1.45,4.5,Green
2022-09-28,Copa do Mundo ,"EUA ac. 47,5 pts 1t",Total,10,1.83,8.3,Green
2022-09-28,Copa do Mundo ,"EUA ac. 94,5 pts",Total,10,1.83,8.3,Red
2022-09-28,Copa do Mundo ,"Real Madrid -4,5 1T",Handicap,10,1.62,6.200000000000003,Green
2022-09-28,Copa do Mundo ,"Real madrid -9,5",Handicap,10,1.55,5.5,Red
2022-09-28,Copa do Mundo ,"China -9,5",Handicap,10,1.41,4.1,Green
2022-09-28,Copa do Mundo ,"Belgica +5,5 1Qt",Handicap,10,1.52,5.199999999999999,Red
2022-09-28,Copa do Mundo ,"Canadá -9,5 1T",Handicap,10,1.55,5.5,Green
2022-09-29,Copa do Mundo ,"EUA ac. 42,5 pts 1T",Total,10,1.55,5.5,Green
2022-09-29,Copa do Mundo ,"EUA -9,5 1T",Handicap,10,1.5,5.0,Green
2022-09-29,Copa do Mundo ,"Wilson ac. 7,5 reb",Rebotes,10,1.86,8.600000000000001,Green
2022-09-29,Copa do Mundo ,China,Vencedor,10,1.5,5.0,Green
2022-09-29,Copa do Mundo ,"Australia ab. 74,5 pts",Total,10,1.57,5.700000000000001,Green
2022-09-30,Copa do Mundo ,"Stewart ac. 14,5 pts",Pontos,10,1.83,8.3,Red
2022-09-30,Copa do Mundo ,"China ab. 32,5 pts 1T",Total,10,1.5,5.0,Red
2022-09-30,Copa do Mundo ,EUA 40 pts 1T,Primeiro a marcar,10,1.5,5.0,Green
2022-10-06,Pré NBA,Heat 25 pontos,Não marcar,10,1.45,4.5,Red
2022-10-06,Pré NBA,"Nets ab. 47,5 pts",Under,10,1.66,6.599999999999998,Green
2022-10-06,Pré NBA,"Spurs ac. 29,5 pts",Over,10,1.71,7.100000000000001,Green
2022-10-06,Pré NBA,"OKC AC. 60,5 pts",Over,10,1.62,6.200000000000003,Green
2022-10-06,Pré NBA,"36ers ab. 41,5 pts",Under,10,1.71,7.100000000000001,Red
2022-10-06,Pré NBA,"Magic x Spurs ab. 58,5 pts",Total Under,10,1.47,4.699999999999999,Green
2022-10-06,Pré NBA,"Lakers ab. 48,5 pts",Under,10,1.71,7.100000000000001,Green
2022-10-07,Pré NBA,"Raptors -4,5",Handicap,10,1.8,8.0,Red
2022-10-07,Pré NBA,"Mavs ac. 56,5 pts",Over,10,1.47,4.699999999999999,Green
2022-10-07,Pré NBA,"Bulls x Nuggets ac. 111,5 pts",Total Over,10,1.5,5.0,Green
2022-10-07,Pré NBA,"Pistons ab. 53,5 pts",Under,10,1.83,8.3,Green
2022-10-07,Pré NBA,"Grizzlies ac. 56,5 pts",Over,10,1.55,5.5,Green
2022-10-07,Pré NBA,"Celtics ab. 112,5 pts",Under,10,1.52,5.199999999999999,Green
2022-10-07,Pré NBA,"Pacers ab. 31,5 pts",Under,10,1.86,8.600000000000001,Green
2022-10-10,Pré NBA,Suns 20 pontos,Primeiro a marcar,10,1.5,5.0,Red
2022-10-10,Pré NBA,Suns 1ºQt,Vencedor,10,1.44,4.399999999999999,Green
2022-10-10,Pré NBA,"Suns x Nuggets ac. 115,5 pts 1T",Total Over,10,1.45,4.5,Red
2022-10-10,Pré NBA,"Cavs ab. 52,5 pts 1T",Under,10,1.52,5.199999999999999,Green
2022-10-10,Pré NBA,"Hornets ab. 50,5 pts 1T",Under,10,1.71,7.100000000000001,Red
2022-10-10,Pré NBA,"Rockets ac. 59,5 pts",Over,10,1.57,5.700000000000001,Green
2022-10-11,Pré NBA,"Grizzlies x Magic ab. 57,5 pts",Total Under,10,1.52,5.199999999999999,Green
2022-10-11,Pré NBA,"OKC x Pistons ac. 57,5 pts",Total Over,10,1.52,5.199999999999999,Green
2022-10-11,Pré NBA,"Magic ac. 54,5 pts",Over,10,1.52,5.199999999999999,Red
2022-10-11,Pré NBA,"OKC ab. 58,5 pts",Under,10,1.47,4.699999999999999,Green
2022-10-11,Pré NBA,"Bull ab. 27,5 pts",Under,10,1.86,8.600000000000001,Red
2022-10-11,Pré NBA,"Bucks ab. 49,5 pts",Under,10,1.71,7.100000000000001,Red
2022-10-11,Pré NBA,"Bucks x Bulls ac. 122,5 pts",Total Over,10,1.62,6.200000000000003,Red
2022-10-11,Pré NBA,"Jazz ab. 30,5 pts",Under,10,1.83,8.3,Green
2022-10-11,Pré NBA,Utah Jazz não marcar 25 pts,Não marcar,10,1.83,8.3,Green
2022-10-11,Pré NBA,"Blazers ab. 56,5 pts",Under,10,1.62,6.200000000000003,Green
2022-10-18,NBA,Embiid DD + Harris ab. 19 pts,Dupla,10,1.71,7.100000000000001,Green
2022-10-18,NBA,"Brown 1ºqt ac. 5,5 pts",1º Quarto,10,1.8,8.0,Red
2022-10-18,NBA,"Celtics ac. 55,5 pts 1T",Time Total,10,1.86,8.600000000000001,Green
2022-10-18,NBA,"Maxey 15 pts + White ac. 6,5 pts",Dupla,10,1.57,5.700000000000001,Red
2022-10-18,NBA,"GSW ac. 57,5 pts",Time Total,10,1.9,9.0,Green
2022-10-18,NBA,"Davis ac. 9,5 rebotes",Rebotes,10,1.9,9.0,Red
2022-10-18,NBA,"Curry ac. 23,5 pts",Pontos,10,1.9,9.0,Green
2022-10-18,NBA,GSW vence + Lebron 2 3pt,Dupla,10,1.62,6.200000000000003,Green
2022-10-18,NBA,"Brown ac. 22,5 pts",Pontos,10,1.8,8.0,Green
2022-10-18,NBA,"Embiid ac. 10,5 rebotes",Rebotes,10,1.68,6.800000000000001,Green
2022-10-19,NBA,Ivey 3 ast,Assistências,10,1.54,5.4,Green
2022-10-19,NBA,"Bey ac. 17,5 pts",Pontos,10,1.86,8.600000000000001,Red
2022-10-19,NBA,"Carter Jr ac. 2,5 ast",Assistências,10,1.71,7.100000000000001,Green
2022-10-19,NBA,"Heat -6,5",Handicap,10,1.71,7.100000000000001,Red
2022-10-19,NBA,"Lowry 1,5 TO",Turnovers,10,1.74,7.399999999999999,Green
2022-10-19,NBA,"Derozan ac. 21,5 pts + Bulls ac. 46,5 pts",Dupla,10,1.66,6.599999999999998,Green
2022-10-19,NBA,"Anunoby ac. 15,5 pts",Pontos,10,1.83,8.3,Green
2022-10-19,NBA,"Garland ac. 6,5 ast",Assistências,10,1.74,7.399999999999999,Red
2022-10-19,NBA,"Green ac. 22,5 pts",Pontos,10,1.86,8.600000000000001,Red
2022-10-19,NBA,"McCollum ac. 4,5 ast",Assistências,10,1.83,8.3,Green
2022-10-19,NBA,"Nets ac. 55,5 pts",Time Total,10,1.57,5.700000000000001,Red
2022-10-19,NBA,Simmons 7 ast,Assistências,10,1.55,5.5,Red
2022-10-19,NBA,"Hayward ac. 15,5 pts",Pontos,10,1.86,8.600000000000001,Green
2022-10-19,NBA,"Vassell ac. 16,5 pts",Pontos,10,1.95,9.5,Red
2022-10-19,NBA,"Barton ac. 2,5 ast",Assistências,10,1.64,6.399999999999999,Green
2022-10-19,NBA,"Haliburton ac. 19,5 pts",Pontos,10,1.71,7.100000000000001,Green
2022-10-19,NBA,Barrett 20 pts,Pontos,10,1.57,5.700000000000001,Red
2022-10-19,NBA,Grizzlies ,Vencedor,10,1.55,5.5,Green
2022-10-19,NBA,"Giddey ac. 5,5 ast",Assistências,10,1.71,7.100000000000001,Red
2022-10-19,NBA,Gobert DD + Russell sem DD,Dupla,10,1.86,8.600000000000001,Green
2022-10-19,NBA,Nuggets vencer + Jokic 10 reb,Dupla,10,1.66,6.599999999999998,Red
2022-10-19,NBA,"Markkanen ac. 17,5 pts",Pontos,10,1.86,8.600000000000001,Red
2022-10-19,NBA,"Mavs x Suns ac. 107,5 pts",Total,10,1.5,5.0,Red
2022-10-19,NBA,"Ayton ac. 9,5 rebotes",Rebotes,10,1.66,6.599999999999998,Green
2022-10-19,NBA,"Sabonis ac. 5,5 assistências",Assistências,10,2.3,13.0,Red
2022-10-20,NBA,"Holiday ac. 4,5 reb",Rebotes,10,1.83,8.3,Green
2022-10-20,NBA,"Bucks x Sixers ac. 107,5 pts",Total,10,1.66,6.599999999999998,Red
2022-10-20,NBA,"Maxey 15 pts + Melton ab. 0,5 blk",Dupla,10,2.15,11.5,Green
2022-10-20,NBA,"Melton ab. 0,5 blk",Tocos,10,1.62,6.200000000000003,Green
2022-10-20,NBA,"Lebron ac. 14,5 ast + reb",Ast + Reb,10,1.76,7.600000000000001,Green
2022-10-20,NBA,PG pontos inf + Zubac pontos inf,Dupla,10,1.55,5.5,Red
2022-10-20,NBA,"Clippers -4,5",Handicap,10,1.71,7.100000000000001,Green
2022-10-20,NBA,Giannis pontos inf + Embiid pontos inf,Dupla,10,1.52,5.199999999999999,Red
2022-10-20,NBA,"Lebron ac. 2,5 3pt",3 pontos,10,1.62,6.200000000000003,Red
2022-10-21,NBA,"Derozan ac. 4,5 reb",Rebotes,10,1.74,7.399999999999999,Green
2022-10-21,NBA,"Caruso ac. 1,5 TO",Turnovers,10,2.1,11.0,Green
2022-10-21,NBA,"Kuzma ac. 1,5 3pt",3 pontos,10,1.71,7.100000000000001,Green
2022-10-21,NBA,Beal 20 pts + Morris 3 ast,Dupla,10,1.64,6.399999999999999,Green
2022-10-21,NBA,"Wizards ac. 52,5 pts",Time Total,10,1.55,5.5,Green
2022-10-21,NBA,"Pelicans -5,5 ",Handicap,10,1.71,7.100000000000001,Green
2022-10-21,NBA,"PJ Washignton ab. 2,5 3pt",3 pontos,10,1.54,5.4,Green
2022-10-21,NBA,"Pelicans ac. 55,5 pts",Time Total,10,1.62,6.200000000000003,Green
2022-10-21,NBA,"Zion ab. 0,5 3pt + Zion 7 reb",Dupla,10,1.74,7.399999999999999,Red
2022-10-21,NBA,"Keldon ac. 6,5 reb",Rebotes,10,1.71,7.100000000000001,Red
2022-10-21,NBA,"Vassel ac. 2,5 ast",Assistências,10,1.62,6.200000000000003,Green
2022-10-21,NBA,"Haliburton ac. 18,5 pts",Pontos,10,1.9,9.0,Green
2022-10-21,NBA,"Banchero ab. 0,5 3pt",3 pontos,10,1.74,7.399999999999999,Red
2022-10-21,NBA,"Hawks -6,5",Handicap,10,1.57,5.700000000000001,Green
2022-10-21,NBA,"Reddish ac. 8,5 pts",Pontos,10,1.86,8.600000000000001,Red
2022-10-21,NBA,Ivey 3 ast,Assistências,10,1.52,5.199999999999999,Green
2022-10-21,NBA,"BOgdanovic ac. 2,5 3pt",3 pontos,10,1.86,8.600000000000001,Red
2022-10-21,NBA,"Butler 20 pts + Dedmon ab. 0,5 3pt",Dupla,10,1.58,5.800000000000001,Red
2022-10-21,NBA,"Celtics ac. 54,5 pts",Time Total,10,1.62,6.200000000000003,Green
2022-10-21,NBA,Celtics ,Vencedor,10,1.74,7.399999999999999,Green
2022-10-21,NBA,"Grizzlies -6,5 ",Handicap,10,1.8,8.0,Green
2022-10-21,NBA,"Adams ac. 9,5 reb",Rebotes,10,1.86,8.600000000000001,Red
2022-10-21,NBA,"Aldama ac. 1,5 3pt",3 pontos,10,1.76,7.600000000000001,Red
2022-10-21,NBA,"Green ac. 3,5 reb",Rebotes,10,1.62,6.200000000000003,Green
2022-10-21,NBA,Wiggins 15 pts,Pontos,10,1.64,6.399999999999999,Green
2022-10-21,NBA,Jokic 7 ast,Assistências,10,1.62,6.200000000000003,Green
2022-10-21,NBA,"Suns -2,5",Handicap,10,1.62,6.200000000000003,Red
2022-10-21,NBA,"Grant ac. 4,5 reb",Rebotes,10,1.71,7.100000000000001,Red
2022-10-22,NBA,"Vassell ac. 14,5 pts",Pontos,10,1.8,8.0,Green
2022-10-22,NBA,Embiid 10 reb + Keldon 15 pts,Dupla,10,1.62,6.200000000000003,Green
2022-10-22,NBA,"Harden ac. 23,5 pts",Pontos,10,1.8,8.0,Red
2022-10-22,NBA,"Wagner ac. 1,5 TO",Turnovers,10,1.62,6.200000000000003,Red
2022-10-22,NBA,Brown pts inf + Tatum pts inf,Dupla,10,1.57,5.700000000000001,Red
2022-10-22,NBA,"Magic ab. 54,5 pts",Time Total,10,1.62,6.200000000000003,Red
2022-10-22,NBA,"Celtics -7,5 ",Handicap,10,1.71,7.100000000000001,Red
2022-10-22,NBA,"Bey ac. 4,5 reb",Rebotes,10,1.68,6.800000000000001,Green
2022-10-22,NBA,"Haliburton ac. 19,5 pts",Pontos,10,1.83,8.3,Green
2022-10-22,NBA,Ivey 5 ast,Assistências,10,2.15,11.5,Green
2022-10-22,NBA,"Mitchell ac. 20,5 pts + Bulls +6,5",Dupla,10,1.62,6.200000000000003,Red
2022-10-22,NBA,"Allen ab. 1,5 ast",Assistências,10,1.8,8.0,Red
2022-10-23,NBA,"Westbrook 10 pts + Lakers ab. 31,5 pts",Dupla,10,1.8,8.0,Green
2022-10-23,NBA,"Lebron ac. 8,5 reb",Rebotes,10,1.8,8.0,Red
2022-10-23,NBA,"Westbrook ac. 0,5 stl",Roubos,10,1.52,5.199999999999999,Red
2022-10-23,NBA,"Wiggins ac. 16,5 pts",Pontos,10,1.71,7.100000000000001,Green
2022-10-23,NBA,"Lillard ac. 2,5 3pt",3 pontos,10,1.55,5.5,Green
2022-10-23,NBA,Green 4 ast + Klay 2 3pt,Dupla,10,1.62,6.200000000000003,Red
2022-10-23,NBA,"Kings ab. 58,5 pts",Time Total,10,1.52,5.199999999999999,Red
2022-10-23,NBA,"PG ac. 21,5 pts",Pontos,10,1.9,9.0,Red
2022-10-23,NBA,Booker 20 pts + CP3 7 ast,Dupla,10,1.52,5.199999999999999,Green
2022-10-23,NBA,"Suns ac. 47,5 pts + Clippers ac. 49,5 pts",Dupla,10,1.74,7.399999999999999,Red
2022-10-24,NBA,"Haliburton ac. 18,5 pts",Pontos,10,1.83,8.3,Green
2022-10-24,NBA,Embiid 10 reb + Mathurin 2 3pt,Dupla,10,1.68,6.800000000000001,Red
2022-10-24,NBA,"Melton ab. 0,5 blk",Tocos,10,1.64,6.399999999999999,Green
2022-10-24,NBA,"Banchero ac. 18,5 pts",Pontos,10,1.76,7.600000000000001,Green
2022-10-24,NBA,"Brunson ac. 5,5 ast",Assistências,10,1.62,6.200000000000003,Green
2022-10-24,NBA,"Barrett ab. 29,5 pts + reb + ast",Pts + Reb + Ast,10,1.86,8.600000000000001,Green
2022-10-24,NBA,"VanVleet ac. 5,5 ast",Assistências,10,1.71,7.100000000000001,Green
2022-10-24,NBA,"Herro 2 3pt + Heat ac. 21,5 pts",Dupla,10,1.62,6.200000000000003,Green
2022-10-24,NBA,Siakam pts inf + Butler pts inf,Dupla,10,1.5,5.0,Green
2022-10-24,NBA,"Oneale ac. 0,5 blk",Tocos,10,2.35,13.5,Green
2022-10-24,NBA,"Claxton ac. 7,5 reb",Rebotes,10,1.76,7.600000000000001,Red
2022-10-24,NBA,Bane 3 ast + KD 1 3pt,Dupla,10,1.55,5.5,Green
2022-10-24,NBA,"Grant 1 3pt + Celtics ac. 51,5 pts",Dupla,10,1.55,5.5,Red
2022-10-24,NBA,Vucevic 15 pts,Pontos,10,1.71,7.100000000000001,Green
2022-10-24,NBA,"Horford ab. 0,5 stl",Roubos,10,1.76,7.600000000000001,Green
2022-10-24,NBA,"Vassell ac. 16,5 pts",Pontos,10,1.86,8.600000000000001,Green
2022-10-24,NBA,"Keldon ac. 15,5 pts + Gobert DD",Dupla,10,1.57,5.700000000000001,Red
2022-10-24,NBA,"McDaniels ab. 1,5 3pt",3 pontos,10,1.47,4.699999999999999,Green
2022-10-24,NBA,Jazz  ,Vencedor,10,1.74,7.399999999999999,Red
2022-10-24,NBA,Green 3 pt,3 pontos,10,1.54,5.4,Green
2022-10-24,NBA,"Markkanen ac. 29,5 pts + reb",Pts + Reb   ,10,1.86,8.600000000000001,Red
2022-10-25,NBA,"Gafford ab. 0,5 ast",Assistências,10,1.52,5.199999999999999,Red
2022-10-25,NBA,Ivey 15 pts,Pontos,10,1.6,6.0,Red
2022-10-25,NBA,"Kuzma ac. 1,5 3pt",3 pontos,10,1.76,7.600000000000001,Red
2022-10-25,NBA,Doncic 20 pts + Dinwiddie 2 3pt,Dupla,10,1.5,5.0,Green
2022-10-25,NBA,"McCollum ac. 24,5 pts",Pontos,10,1.74,7.399999999999999,Red
2022-10-25,NBA,"Mavs -3,5 ",Handicap,10,1.71,7.100000000000001,Red
2022-10-25,NBA,"Zubac ab. 0,5 steal",Roubos,10,1.68,6.800000000000001,Green
2022-10-25,NBA,Wall 15 pts,Pontos,10,1.57,5.700000000000001,Red
2022-10-25,NBA,"Shai ac. 25,5 pts",Pontos,10,1.86,8.600000000000001,Green
2022-10-25,NBA,"Wiseman ab. 0,5 3pt + GSW ac. 102,5 pts",Dupla,10,1.52,5.199999999999999,Green
2022-10-25,NBA,"Wiggins ac. 16,5 pts",Pontos,10,1.8,8.0,Green
2022-10-25,NBA,"CP3 ab. 13,5 pts",Pontos,10,1.62,6.200000000000003,Red
2022-10-25,NBA,"Suns ac. 28,5 pts ",Time Total,10,1.8,8.0,Green
2022-10-26,NBA,"Mitchell 25 pts + Cavs ac. 49,5 pts",Dupla,10,1.57,5.700000000000001,Red
2022-10-26,NBA,"Wagner ac. 4,5 reb",Rebotes,10,1.86,8.600000000000001,Green
2022-10-26,NBA,"Levert ac. 3,5 reb",Rebotes,10,1.74,7.399999999999999,Red
2022-10-26,NBA,"Collins ac. 7,5 reb",Rebotes,10,1.74,7.399999999999999,Green
2022-10-26,NBA,"Murray ac. 6,5 reb",Rebotes,10,1.71,7.100000000000001,Green
2022-10-26,NBA,"Cade ab. 0,5 blk",Tocos,10,1.86,8.600000000000001,Red
2022-10-26,NBA,"Oneale ac. 0,5 blk",Tocos,10,2.15,11.5,Red
2022-10-26,NBA,"Lopez ac. 1,5 3pt",3 pontos,10,1.76,7.600000000000001,Red
2022-10-26,NBA,Bucks,Vencedor,10,1.6,6.0,Green
2022-10-26,NBA,"Hartenstein ac. 6,5 reb",Rebotes,10,1.74,7.399999999999999,Red
2022-10-26,NBA,"Richards ac. 5,5 reb",Rebotes,10,1.68,6.800000000000001,Green
2022-10-26,NBA,"Smith Jr ac. 13,5 pts",Pontos,10,1.76,7.600000000000001,Green
2022-10-26,NBA,"Brunson ac. 5,5 ast",Assistências,10,1.57,5.700000000000001,Green
2022-10-26,NBA,Siakam 5 ast,Assistências,10,1.57,5.700000000000001,Green
2022-10-26,NBA,"Harden ac. 22,5 pts",Pontos,10,1.74,7.399999999999999,Red
2022-10-26,NBA,"Williams ab. 4,5 reb + ast",Ast + Reb,10,1.76,7.600000000000001,Green
2022-10-26,NBA,"Haliburton ac. 8,5 ast",Assistências,10,1.68,6.800000000000001,Green
2022-10-26,NBA,"Bulls -5,5",Handicap,10,1.66,6.599999999999998,Green
2022-10-26,NBA,"Jazz x Rockets ab. 58,5 pts 4qt",Total,10,1.55,5.5,Green
2022-10-26,NBA,"Lakers ab. 111,5 pts",Time Total,10,1.47,4.699999999999999,Green
2022-10-26,NBA,"Heat x Blazers ab. 211,5 pts",Total,10,1.52,5.199999999999999,Red
2022-10-27,NBA,Simmons 7 ast,Assistências,10,1.66,6.599999999999998,Red
2022-10-27,NBA,"Dinwiddie ac. 15,5 pts",Pontos,10,1.83,8.3,Red
2022-10-27,NBA,"Dinwiddie ac. 2,5 3pt",3 pontos,10,2.1,11.0,Green
2022-10-27,NBA,Mavs ,Vencedor,10,1.71,7.100000000000001,Green
2022-10-27,NBA,"Zubac 10 reb + Clippers ab. 32,5 pts 1Qt",Dupla,10,1.71,7.100000000000001,Green
2022-10-27,NBA,"Tre Mann ac. 2,5 ast",Assistências,10,1.68,6.800000000000001,Green
2022-10-27,NBA,"Shai ac. 25,5 pts",Pontos,10,1.86,8.600000000000001,Red
2022-10-27,NBA,"Barnes ab. 1,5 3pt",3 pontos,10,1.52,5.199999999999999,Green
2022-10-27,NBA,Morant 30 pts,Pontos,10,1.74,7.399999999999999,Red
2022-10-27,NBA,Fox 3 reb + Murray 15 pts,Dupla,10,1.74,7.399999999999999,Green
2022-10-27,NBA,"Heat x GSW ab. 60,5 pts 2qt",Total,10,1.62,6.200000000000003,Red
2022-10-27,NBA,Grizzlies,Vencedor,10,1.45,4.5,Green
2022-10-27,NBA,"Heat x GSW ac. 52,5 pts",Total,10,1.52,5.199999999999999,Green
2022-10-28,NBA,"Ross ab. 6,5 ast + reb",Ast + Reb,10,1.83,8.3,Green
2022-10-28,NBA,"WCJr ab. 3,5 ast",Assistências,10,1.9,9.0,Red
2022-10-28,NBA,"PJ Washignton ab. 8,5 ast + reb",Ast + Reb,10,1.9,9.0,Green
2022-10-28,NBA,"Bogdanovic ac. 2,5 3pt",3 pontos,10,1.57,5.700000000000001,Green
2022-10-28,NBA,"Holiday ab. 6,5 pts",Pontos,10,1.76,7.600000000000001,Green
2022-10-28,NBA,"Collins ab. 1,5 ast",Assistências,10,1.5,5.0,Green
2022-10-28,NBA,Kuzma pts inf + Mathurin pts inf,Dupla,10,1.62,6.200000000000003,Red
2022-10-28,NBA,"Haliburton ac. 17,5 pts",Pontos,10,1.71,7.100000000000001,Green
2022-10-28,NBA,"Morris ac. 3,5 reb",Rebotes,10,2.3,13.0,Red
2022-10-28,NBA,"Horford ab. 0,5 stl",Roubos,10,2.0,10.0,Green
2022-10-28,NBA,Allen 10 reb,Rebotes,10,1.71,7.100000000000001,Green
2022-10-28,NBA,Tatum 7 reb,Rebotes,10,1.66,6.599999999999998,Green
2022-10-28,NBA,"Lakers ab. 113,5 pts",Time Total,10,1.71,7.100000000000001,Green
2022-10-28,NBA,"Brunson ac. 5,5 ast",Assistências,10,1.66,6.599999999999998,Red
2022-10-28,NBA,"Holiday ab. 18,5 pts",Pontos,10,1.95,9.5,Green
2022-10-28,NBA,"Bucks -3,5",Handicap,10,1.57,5.700000000000001,Green
2022-10-28,NBA,"Keldon ac. 21,5 pts",Pontos,10,1.83,8.3,Green
2022-10-28,NBA,Poeltl 10 reb,Rebotes,10,1.74,7.399999999999999,Green
2022-10-28,NBA,Derozan 5 ast,Assistências,10,1.45,4.5,Red
2022-10-28,NBA,"KPJr ac. 19,5 pts",Pontos,10,1.8,8.0,Red
2022-10-29,NBA,Adebayo 7 reb + Murray 2 3pt,Dupla,10,1.62,6.200000000000003,Red
2022-10-29,NBA,"Huerter ab. 3,5 reb",Rebotes,10,1.71,7.100000000000001,Green
2022-10-29,NBA,"Butler ac. 4,5 ast",Assistências,10,1.71,7.100000000000001,Green
2022-10-29,NBA,"Warriors -7,5",Handicap,10,1.57,5.700000000000001,Red
2022-10-29,NBA,"PJ Washington ab. 7,5 ast + reb",Ast + Reb,10,1.76,7.600000000000001,Red
2022-10-29,NBA,"Green ac. 0,5 3pt",3 pontos,10,1.5,5.0,Green
2022-10-29,NBA,"Kyrie ac. 28,5 pts",Pontos,10,1.86,8.600000000000001,Green
2022-10-29,NBA,"Claxton ab. 10,5 ast + reb",Ast + Reb,10,1.83,8.3,Green
2022-10-29,NBA,"Haliburton ac. 9,5 ast",Assistências,10,1.83,8.3,Red
2022-10-29,NBA,"Embiid ac. 27,5 pts",Pontos,10,1.83,8.3,Red
2022-10-29,NBA,"Harden ab. 36,5 pts + reb + ast",Pts + Reb + Ast,10,1.83,8.3,Green
2022-10-29,NBA,"Bulls ac. 106,5 pts",Time Total,10,1.57,5.700000000000001,Green
2022-10-29,NBA,"Collins ab. 1,5 ast",Assistências,10,1.47,4.699999999999999,Red
2022-10-29,NBA,"Young ac. 8,5 ast",Assistências,10,1.83,8.3,Red
2022-10-29,NBA,"Holiday ab. 19,5 pts",Pontos,10,1.95,9.5,Red
2022-10-30,NBA,"Celtics x Wizards ac. 217,5 pts",Total,10,1.62,6.200000000000003,Red
2022-10-30,NBA,"Knicks x Cavs ac. 215,5 pts",Total,10,1.55,5.5,Green
2022-10-30,NBA,"Knicks +7,5",Handicap,10,1.5,5.0,Red
2022-10-30,NBA,"GSW -5,5",Handicap,10,1.66,6.599999999999998,Red
2022-10-30,NBA,"GSW x Pistons ab. 234,5 pts",Total,10,1.62,6.200000000000003,Red
2022-10-30,NBA,"Wolves x Spurs ab. 243,5 pts",Total,10,1.57,5.700000000000001,Green
2022-10-30,NBA,"Wolves -2,5 ",Handicap,10,1.5,5.0,Red
2022-10-30,NBA,"Magic x Mavs ac. 207,5 pts",Total,10,1.57,5.700000000000001,Green
2022-10-30,NBA,"Mavs -6,5 ",Handicap,10,1.57,5.700000000000001,Green
2022-10-30,NBA,"Lakers x Nuggets ab. 232,5 pts",Total,10,1.64,6.399999999999999,Green
2022-10-30,NBA,Nuggets ,Vencedor,10,1.6,6.0,Red
2022-10-31,NBA,"Plumlee ab. 0,5 roubos",Roubos,10,1.86,8.600000000000001,Green
2022-10-31,NBA,"Hayward ab. 9,5 ast + reb",Ast + Reb,10,1.9,9.0,Red
2022-10-31,NBA,"Murray ac. 16,5 pts",Pontos,10,1.71,7.100000000000001,Red
2022-10-31,NBA,"Morris ab. 1,5 3pt",3 pontos,10,1.52,5.199999999999999,Red
2022-10-31,NBA,"Tucker ab. 14,5 pts + reb + ast",Pts + Reb + Ast,10,1.86,8.600000000000001,Red
2022-10-31,NBA,"Beal ab. 4,5 reb",Rebotes,10,1.66,6.599999999999998,Red
2022-10-31,NBA,"Pacers +10,5",Handicap,10,1.57,5.700000000000001,Green
2022-10-31,NBA,"KD ab. 7,5 reb",Rebotes,10,1.71,7.100000000000001,Red
2022-10-31,NBA,"Haliburton ac. 20,5 pts",Pontos,10,1.86,8.600000000000001,Red
2022-10-31,NBA,"Hawks ac. 107,5 pts",Time Total,10,1.62,6.200000000000003,Green
2022-10-31,NBA,"Anunoby ab. 2,5 3pt",3 pontos,10,1.74,7.399999999999999,Green
2022-10-31,NBA,"Collins ab. 1,5 3pt",3 pontos,10,1.58,5.800000000000001,Green
2022-10-31,NBA,"Pistons ac. 102,5 pts",Time Total,10,1.55,5.5,Green
2022-10-31,NBA,"Bogdanovic ac. 2,5 3pt",3 pontos,10,1.68,6.800000000000001,Green
2022-10-31,NBA,"Giannis ac. 12,5 reb",Rebotes,10,1.86,8.600000000000001,Red
2022-10-31,NBA,"Clippers ab. 53,5 pts 1T",Time Total,10,1.71,7.100000000000001,Green
2022-10-31,NBA,"Clippers +4,5 ",Handicap,10,1.45,4.5,Green
2022-10-31,NBA,Clippers,Vencedor,10,1.6,6.0,Green
2022-10-31,NBA,"Rockets x Clippers ab. 57,5 pts 4Qt",Total,10,1.62,6.200000000000003,Green
2022-10-31,NBA,50 pts 4ºqt,Nenhum a marcar,10,1.95,9.5,Green
2022-11-01,NBA,"Vucevic ac. 2,5 ast",Assistências,10,1.9,9.0,Red
2022-11-01,NBA,"Kyrie ac. 2,5 3pt",3 pontos,10,1.74,7.399999999999999,Red
2022-11-01,NBA,"Bulls +4,5",Handicap,10,1.62,6.200000000000003,Green
